datetime,StockID_index,StockName_index,close_index,open_index,high_index,low_index,preclose_index,volume_index,amount_index,cjbs,code,StockID_option,StockName_option,close_option,open_option,high_option,low_option,preclose_option,settle,volume_option,amount_option,openinterest,openinterest_change,bid1_option,ask1_option,bid1_volume_option,ask1_volume_option,bid1_index,ask1_index,bid1_volume_index,ask1_volume_index
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005105,50ETF购9月2650,0.05009999871253967,0.05009999871253967,0.05009999871253967,0.05009999871253967,0.05009999871253967,0.05009999871253967,0.0,0.0,18081,-394,0.05009999871253967,0.04989999905228615,1.0,50.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005106,50ETF购9月2700,0.03370000049471855,0.03370000049471855,0.03370000049471855,0.03370000049471855,0.03370000049471855,0.03370000049471855,0.0,0.0,21027,-710,0.033799998462200165,0.03350000083446503,2.0,50.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005107,50ETF购9月2750,0.02160000056028366,0.02160000056028366,0.02160000056028366,0.02160000056028366,0.02160000056028366,0.02160000056028366,0.0,0.0,34161,-1751,0.021800000220537186,0.020999999716877937,2.0,5.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005108,50ETF购9月2800,0.014100000262260437,0.014100000262260437,0.014100000262260437,0.014100000262260437,0.014100000262260437,0.014100000262260437,14.0,1974.0,33074,-1735,0.014100000262260437,0.013700000010430813,3.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005109,50ETF购9月2850,0.008899999782443047,0.008899999782443047,0.008899999782443047,0.008899999782443047,0.008899999782443047,0.008899999782443047,0.0,0.0,17213,-1302,0.008999999612569809,0.008500000461935997,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005110,50ETF购9月2900,0.006099999882280827,0.006099999882280827,0.006099999882280827,0.006099999882280827,0.006099999882280827,0.006099999882280827,0.0,0.0,21030,-415,0.006099999882280827,0.005799999926239252,20.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005111,50ETF购9月2950,0.004100000020116568,0.004100000020116568,0.004100000020116568,0.004100000020116568,0.004100000020116568,0.004100000020116568,0.0,0.0,14728,-1082,0.00419999985024333,0.0038999998942017555,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005112,50ETF购9月3000,0.0031999999191612005,0.0031999999191612005,0.0031999999191612005,0.0031999999191612005,0.0031999999191612005,0.003100000089034438,0.0,0.0,22724,-376,0.003100000089034438,0.003000000026077032,1.0,10.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005113,50ETF购9月3100,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,0.0019000000320374966,11.0,209.0,52951,-286,0.0019000000320374966,0.0017999999690800905,243.0,6.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005114,50ETF沽9月2650,0.09290000051259995,0.09290000051259995,0.09290000051259995,0.09290000051259995,0.09290000051259995,0.09300000220537186,0.0,0.0,10731,-276,0.09459999948740005,0.09300000220537186,1.0,2.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005115,50ETF沽9月2700,0.1264999955892563,0.1264999955892563,0.1264999955892563,0.1264999955892563,0.1264999955892563,0.1264999955892563,0.0,0.0,6274,-173,0.12790000438690186,0.1256999969482422,1.0,10.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005116,50ETF沽9月2750,0.16449999809265137,0.16449999809265137,0.16449999809265137,0.16449999809265137,0.16449999809265137,0.16449999809265137,0.0,0.0,4500,-35,0.16619999706745148,0.16200000047683716,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005117,50ETF沽9月2800,0.20649999380111694,0.20649999380111694,0.20649999380111694,0.20649999380111694,0.20649999380111694,0.20999999344348907,0.0,0.0,4255,-7,0.20839999616146088,0.20389999449253082,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005118,50ETF沽9月2850,0.25279998779296875,0.25279998779296875,0.25279998779296875,0.25279998779296875,0.25279998779296875,0.25999999046325684,0.0,0.0,2944,-3,0.2533000111579895,0.2485000044107437,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005119,50ETF沽9月2900,0.29760000109672546,0.29760000109672546,0.29760000109672546,0.29760000109672546,0.29760000109672546,0.3100000023841858,0.0,0.0,2938,0,0.298799991607666,0.29499998688697815,50.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005120,50ETF沽9月2950,0.35850000381469727,0.35850000381469727,0.35850000381469727,0.35850000381469727,0.35850000381469727,0.36000001430511475,0.0,0.0,2047,0,0.3483000099658966,0.34299999475479126,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005121,50ETF沽9月3000,0.3935000002384186,0.3935000002384186,0.3935000002384186,0.3935000002384186,0.3935000002384186,0.4099999964237213,0.0,0.0,2655,-92,0.39649999141693115,0.3910999894142151,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005122,50ETF沽9月3100,0.4925000071525574,0.4925000071525574,0.4925000071525574,0.4925000071525574,0.4925000071525574,0.5099999904632568,0.0,0.0,3609,0,0.4950999915599823,0.492000013589859,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005159,50ETF购9月2600,0.07209999859333038,0.07209999859333038,0.07209999859333038,0.07209999859333038,0.07209999859333038,0.07159999758005142,0.0,0.0,20271,-759,0.07159999758005142,0.07109999656677246,1.0,5.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005160,50ETF沽9月2600,0.06520000100135803,0.06520000100135803,0.06520000100135803,0.06520000100135803,0.06520000100135803,0.065700002014637,0.0,0.0,18408,-665,0.06620000302791595,0.065700002014637,10.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005171,50ETF购9月2550,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,0.0,13084,-877,0.10040000081062317,0.09969999641180038,3.0,11.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005172,50ETF沽9月2550,0.043699998408555984,0.043699998408555984,0.043699998408555984,0.043699998408555984,0.043699998408555984,0.04410000145435333,0.0,0.0,18319,-543,0.04479999840259552,0.04410000145435333,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005173,50ETF购9月2500,0.13449999690055847,0.13449999690055847,0.13449999690055847,0.13449999690055847,0.13449999690055847,0.13429999351501465,0.0,0.0,5941,-20,0.13429999351501465,0.13220000267028809,20.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005174,50ETF沽9月2500,0.02759999968111515,0.02759999968111515,0.02759999968111515,0.02759999968111515,0.02759999968111515,0.02759999968111515,0.0,0.0,18511,-1791,0.02759999968111515,0.027300000190734863,4.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005247,50ETF购9月2450,0.17229999601840973,0.17229999601840973,0.17229999601840973,0.17229999601840973,0.17229999601840973,0.17299999296665192,0.0,0.0,3816,-9,0.1753000020980835,0.17069999873638153,1.0,1.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005248,50ETF沽9月2450,0.01640000008046627,0.01640000008046627,0.01640000008046627,0.01640000008046627,0.01640000008046627,0.01640000008046627,0.0,0.0,32017,-1441,0.016899999231100082,0.016100000590085983,1.0,2.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005259,50ETF购9月2400,0.2159000039100647,0.2159000039100647,0.2159000039100647,0.2159000039100647,0.2159000039100647,0.21490000188350677,0.0,0.0,2359,-3,0.2160000056028366,0.21369999647140503,1.0,3.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
2023-07-19 15:00:00,SH510050,50ETF,2.5899999141693115,2.5889999866485596,2.5910000801086426,2.5889999866485596,2.5889999866485596,2015100.0,5218594.0,239,SH510050,OP10005260,50ETF沽9月2400,0.009499999694526196,0.009499999694526196,0.009499999694526196,0.009499999694526196,0.009499999694526196,0.009499999694526196,0.0,0.0,40842,-1072,0.009700000286102295,0.009100000374019146,1.0,9.0,2.5899999141693115,2.5889999866485596,225600.0,625100.0
